timestamp(ms),GPS_RAW_INT.vel
1259009.8220214844,2769
1259109.8220214844,2769
1259209.8220214844,2769
1259309.8220214844,2769
1259409.8220214844,2769
1259509.8220214844,2766
1259609.8220214844,2766
1259709.8220214844,2770
1259809.8220214844,2770
1259909.8220214844,2774
1260009.8220214844,2774
1260109.8220214844,2774
1260209.8220214844,2772
1260309.8220214844,2772
1260409.8220214844,2772
1260509.8220214844,2778
1260609.8220214844,2778
1260709.8220214844,2777
1260809.8220214844,2777
1260909.8220214844,2787
1261009.8220214844,2787
1261109.8220214844,2787
1261209.8220214844,2792
1261309.8220214844,2792
1261409.8220214844,2792
1261509.8220214844,2807
1261609.8220214844,2807
1261709.8220214844,2807
1261809.8220214844,2800
1261909.8220214844,2800
1262009.8220214844,2810
1262109.8220214844,2810
1262209.8220214844,2810
1262309.8220214844,2828
1262409.8220214844,2828
1262509.8220214844,2823
1262609.8220214844,2823
1262709.8220214844,2831
1262809.8220214844,2831
1262909.8220214844,2831
1263009.8220214844,2835
1263109.8220214844,2835
1263209.8220214844,2835
1263309.8220214844,2835
1263409.8220214844,2836
1263509.8220214844,2836
1263609.8220214844,2836
1263709.8220214844,2852
1263809.8220214844,2852
1263909.8220214844,2851
1264009.8220214844,2851
1264109.8220214844,2851
1264209.8220214844,2864
1264309.8220214844,2864
1264409.8220214844,2864
1264509.8220214844,2874
1264609.8220214844,2874
1264709.8220214844,2874
1264809.8220214844,2878
1264909.8220214844,2878
1265009.8220214844,2889
1265109.8220214844,2889
1265209.8220214844,2905
1265309.8220214844,2905
1265409.8220214844,2905
1265509.8220214844,2899
1265609.8220214844,2899
1265709.8220214844,2917
1265809.8220214844,2917
1265909.8220214844,2917
1266009.8220214844,2922
1266109.8220214844,2922
1266209.8220214844,2909
1266309.8220214844,2909
1266409.8220214844,2909
1266509.8220214844,2938
1266609.8220214844,2938
1266709.8220214844,2945
1266809.8220214844,2945
1266909.8220214844,2945
1267009.8220214844,2936
1267109.8220214844,2936
1267209.8220214844,2936
1267309.8220214844,2971
1267409.8220214844,2971
1267509.8220214844,2971
1267609.8220214844,2958
1267709.8220214844,2958
1267809.8220214844,2975
1267909.8220214844,2975
1268009.8220214844,2982
1268109.8220214844,2982
1268209.8220214844,2982
1268309.8220214844,2974
1268409.8220214844,2974
1268509.8220214844,2990
1268609.8220214844,2990
1268709.8220214844,2990
1268809.8220214844,2981
1268909.8220214844,2981
1269009.8220214844,2976
1269109.8220214844,2976
1269209.8220214844,2997
1269309.8220214844,2997
1269409.8220214844,2997
