timestamp(ms),GPS_RAW_INT.lat,GPS_RAW_INT.lon
1325809.8220214844,485473883,351010139
1325909.8220214844,485473883,351010139
1326009.8220214844,485473883,351010139
1326109.8220214844,485473953,351010664
1326209.8220214844,485473953,351010664
1326309.8220214844,485474079,351011718
1326409.8220214844,485474079,351011718
1326509.8220214844,485474129,351012249
1326609.8220214844,485474129,351012249
1326709.8220214844,485474170,351012781
1326809.8220214844,485474170,351012781
1326909.8220214844,485474170,351012781
1327009.8220214844,485474198,351013317
1327109.8220214844,485474198,351013317
1327209.8220214844,485474214,351013856
1327309.8220214844,485474214,351013856
1327409.8220214844,485474214,351013856
1327509.8220214844,485474206,351014935
1327609.8220214844,485474206,351014935
1327709.8220214844,485474180,351015475
1327809.8220214844,485474180,351015475
1327909.8220214844,485474180,351015475
1328009.8220214844,485474139,351016013
1328109.8220214844,485474139,351016013
1328209.8220214844,485474081,351016552
1328309.8220214844,485474081,351016552
1328409.8220214844,485474081,351016552
1328509.8220214844,485473915,351017616
1328609.8220214844,485473915,351017616
1328709.8220214844,485473801,351018140
1328809.8220214844,485473801,351018140
1328909.8220214844,485473801,351018140
1329009.8220214844,485473668,351018654
1329109.8220214844,485473668,351018654
1329209.8220214844,485473513,351019159
1329309.8220214844,485473513,351019159
1329409.8220214844,485473513,351019159
1329509.8220214844,485473146,351020138
1329609.8220214844,485473146,351020138
1329709.8220214844,485472931,351020606
1329809.8220214844,485472931,351020606
1329909.8220214844,485472931,351020606
1330009.8220214844,485472698,351021058
1330109.8220214844,485472698,351021058
1330209.8220214844,485472445,351021492
1330309.8220214844,485472445,351021492
1330409.8220214844,485472445,351021492
1330509.8220214844,485471889,351022303
1330609.8220214844,485471889,351022303
1330709.8220214844,485471889,351022303
1330809.8220214844,485471583,351022673
1330909.8220214844,485471583,351022673
1331009.8220214844,485471261,351023020
1331109.8220214844,485471261,351023020
1331209.8220214844,485471261,351023020
1331309.8220214844,485470568,351023633
1331409.8220214844,485470568,351023633
1331509.8220214844,485470201,351023902
1331609.8220214844,485470201,351023902
1331709.8220214844,485469821,351024141
1331809.8220214844,485469821,351024141
1331909.8220214844,485469821,351024141
1332009.8220214844,485469431,351024350
1332109.8220214844,485469431,351024350
1332209.8220214844,485469431,351024350
1332309.8220214844,485468611,351024669
1332409.8220214844,485468611,351024669
1332509.8220214844,485468188,351024782
1332609.8220214844,485468188,351024782
1332709.8220214844,485468188,351024782
1332809.8220214844,485467756,351024862
1332909.8220214844,485467756,351024862
1333009.8220214844,485467756,351024862
1333109.8220214844,485467315,351024909
1333209.8220214844,485467315,351024909
1333309.8220214844,485466417,351024906
1333409.8220214844,485466417,351024906
1333509.8220214844,485465958,351024849
1333609.8220214844,485465958,351024849
1333709.8220214844,485465497,351024761
1333809.8220214844,485465497,351024761
1333909.8220214844,485465497,351024761
1334009.8220214844,485465032,351024635
1334109.8220214844,485465032,351024635
1334209.8220214844,485464564,351024473
1334309.8220214844,485464564,351024473
1334409.8220214844,485464564,351024473
1334509.8220214844,485463628,351024042
1334609.8220214844,485463628,351024042
1334709.8220214844,485463161,351023766
1334809.8220214844,485463161,351023766
1334909.8220214844,485462698,351023455
1335009.8220214844,485462698,351023455
1335109.8220214844,485462698,351023455
1335209.8220214844,485461792,351022706
1335309.8220214844,485461792,351022706
1335409.8220214844,485461792,351022706
1335509.8220214844,485461353,351022264
1335609.8220214844,485461353,351022264
1335709.8220214844,485460927,351021780
1335809.8220214844,485460927,351021780
1335909.8220214844,485460927,351021780
1336009.8220214844,485460518,351021256
1336109.8220214844,485460518,351021256
